TIME,ACCELERATION,SEQUENCE
7.605552673339844e-05,0.9954590514367283,STAY
0.03466200828552246,1.00278633081153,STAY
0.06873703002929688,0.9976254822147085,STAY
0.10268807411193848,0.9862926816709602,STAY
0.1366260051727295,1.0212008664511125,STAY
0.1725311279296875,0.9662594312871314,STAY
0.20650410652160645,1.004707966265302,STAY
0.24058008193969727,1.0079054974371697,STAY
0.27498602867126465,0.9906397484484735,STAY
0.3091449737548828,1.0094446967187665,STAY
0.3435239791870117,0.9881906279377539,STAY
0.37767601013183594,1.0175849489653177,STAY
0.4118540287017822,0.9818557108945776,STAY
0.44595813751220703,0.9964700025645766,STAY
0.47988200187683105,1.0095547542601961,STAY
0.5140740871429443,0.9684064317405363,STAY
0.5482299327850342,0.984332068581893,STAY
0.5820720195770264,0.9572972764828716,STAY
0.6165521144866943,1.0119810611211715,STAY
0.6504199504852295,0.9911116827518609,STAY
0.6844620704650879,1.0251906717711008,STAY
0.718390941619873,1.0200353377429103,STAY
0.752575159072876,1.0256771305000083,STAY
0.7866270542144775,0.9903203862924406,STAY
0.8206050395965576,0.9885702803677539,STAY
0.8546390533447266,1.0391192599977446,STAY
0.8886220455169678,1.0075034029787207,STAY
0.9228439331054688,1.0111737937646732,STAY
0.9569129943847656,0.9666700491900841,STAY
0.991023063659668,0.9943109152887539,STAY
1.0253660678863525,0.9804834615507972,STAY
1.059286117553711,1.001222846273767,STAY
1.0934109687805176,0.9900006200807729,STAY
1.1275501251220703,0.9887595545889426,STAY
1.1616251468658447,1.0308093372153742,STAY
1.1956510543823242,0.9862753372418845,STAY
1.229896068572998,1.0006639541391826,STAY
1.2639110088348389,0.9834601980474318,STAY
1.2980451583862305,0.9870717484156791,STAY
1.3319590091705322,0.9961615745042409,STAY
1.3660221099853516,0.9860580225580101,STAY
1.3998870849609375,0.9823212467781585,STAY
1.433901071548462,1.0114414321058298,STAY
1.4677071571350098,0.9901687028465103,STAY
1.5017900466918945,0.8964204453755155,STAY
1.5359561443328857,0.7745156912965713,STAY
1.5698089599609375,0.41287074334412904,STAY
1.6035621166229248,2.276372817076305,STAY
1.6375980377197266,0.88600055665285,STAY
1.6737990379333496,0.7514846729738403,STAY
1.707733154296875,0.25035570588524503,STAY
1.7418971061706543,0.18380870815440137,STAY
1.775987148284912,0.1564289975082756,STAY
1.8098809719085693,1.1519959781679177,STAY
1.843825101852417,0.19800888389347213,STAY
1.8776960372924805,0.14765583825432424,STAY
1.9118731021881104,1.336931137967903,STAY
1.945871114730835,6.674629163352739,STAY
1.9823899269104004,3.0174608818906647,STAY
2.02842116355896,0.4099377731459589,STAY
2.0662310123443604,4.045635939509186,STAY
2.098762035369873,2.988320763021293,STAY
2.131510019302368,1.0070998163311924,STAY
2.1644489765167236,1.0119895130884424,STAY
2.1971170902252197,5.457704703213573,STAY
2.229607105255127,0.9190567711136324,STAY
2.2624740600585938,0.5839388009854767,STAY
2.295159101486206,0.26795264993685886,STAY
2.3277411460876465,0.5145225298501998,STAY
2.3602890968322754,4.968417541909616,STAY
2.392991065979004,4.318082687575339,STAY
2.425769090652466,1.577502345009344,STAY
2.458446979522705,3.2279510927578317,STAY
2.49123215675354,4.726025839360033,STAY
2.523935079574585,1.3990319762607744,STAY
2.55668306350708,0.7243117469245827,STAY
2.588824987411499,1.1557585728694775,STAY
2.6213879585266113,1.112251769457366,STAY
2.6538360118865967,0.9777710112574799,STAY
2.6867780685424805,0.9335312124079984,STAY
2.7190980911254883,0.9773639594534034,STAY
2.7515909671783447,1.0341989949471027,STAY
2.7858619689941406,1.0239625996021846,STAY
2.819622039794922,1.0159393410972544,STAY
2.8531479835510254,1.0174312375708576,STAY
2.8866851329803467,1.0410482032931496,STAY
2.9204699993133545,1.0080024776749965,STAY
2.954348087310791,1.0081695101727253,STAY
2.9881341457366943,1.016052420249434,STAY
3.0218441486358643,1.0039742591472367,STAY
3.055793046951294,1.0006118333225464,STAY
3.0893750190734863,1.0094776739095603,STAY
3.1231329441070557,1.002658350417553,STAY
3.164361000061035,1.012666736813941,STAY
3.1980509757995605,1.0135009856781498,STAY
3.2318100929260254,1.0133878570923032,STAY
3.2674410343170166,1.0050907790999377,STAY
3.3074090480804443,1.008562533414828,STAY
3.3413660526275635,1.0125593721383725,STAY
3.3752970695495605,0.987792214484311,STAY
3.409105062484741,1.004667475902769,STAY
3.4431729316711426,1.0038517740512787,STAY
3.477156162261963,1.0149181840835513,STAY
3.510730028152466,1.010217473298243,STAY
3.545578956604004,0.9851692870424732,STAY
3.5897741317749023,1.015510846104966,STAY
3.63333797454834,1.004000113882385,STAY
3.6756720542907715,1.005027471423107,STAY
3.7184269428253174,1.007622309045259,STAY
3.761583089828491,1.0145081761831143,STAY
3.8122451305389404,1.0000646093477525,STAY
3.8452861309051514,1.003649400441763,STAY
3.8784029483795166,1.0094880953044778,STAY
3.9208359718322754,1.0142806325512697,STAY
3.963168144226074,0.9853079174647794,STAY
4.00602912902832,0.9994375614149303,STAY
4.049020051956177,1.0042500185635304,STAY
4.091504096984863,1.0106230882144132,STAY
4.134407997131348,1.0106122066936036,STAY
4.174138069152832,1.0016253197261367,STAY
4.211558103561401,1.0051481232210084,STAY
4.253988981246948,1.0098597705862304,STAY
