TIME,ACCELERATION,SEQUENCE
7.009506225585938e-05,0.9769722346008297,STAY
0.03890419006347656,1.017030359837161,STAY
0.07239699363708496,1.0209747852234514,STAY
0.10601615905761719,1.007261791134669,STAY
0.1441361904144287,1.001811710959701,STAY
0.19165611267089844,1.017868322774729,STAY
0.22687697410583496,0.9944032573221553,STAY
0.26198410987854004,0.9850693025268792,STAY
0.3029630184173584,1.0096559741695683,STAY
0.33530497550964355,0.9869642264947299,STAY
0.3721170425415039,0.9656554911715939,STAY
0.4087040424346924,0.9673170135505137,STAY
0.44080114364624023,1.0167262342595824,STAY
0.4772491455078125,0.9985290079463832,STAY
0.5138511657714844,0.9868273085605854,STAY
0.5483040809631348,1.0162797724549237,STAY
0.5824270248413086,0.9522319737493574,STAY
0.6188969612121582,0.9817629172143436,STAY
0.6518681049346924,0.9831108877499309,STAY
0.6859481334686279,1.0034098009951182,STAY
0.7223191261291504,1.0138283022686165,STAY
0.7571780681610107,1.0237370991621768,STAY
0.7894301414489746,0.9978628268812878,STAY
0.8259201049804688,1.0015544135232923,STAY
0.8610260486602783,0.8214831763534036,STAY
0.893934965133667,0.7425343957634246,STAY
0.932171106338501,0.21513111663049092,STAY
